"x"
"1" ""
"x"
"1" "H1_13.H1-13-2"
"H1-13-2","H1-13-none",2.66666666666667,2.66666666666667,0
"H1-13-2","H1-13-6",0,0.666666666666667,-0.666666666666667
"H1-13-2","H1-13-5",0,1,-1
"H1-13-2","H1-13-4",0.333333333333333,2.33333333333333,-2
"H1-13-2","H1-13-3",1,4.66666666666667,-3.66666666666667
"H1-13-2","H1-13-1",6,10.3333333333333,-4.33333333333333
"x"
"1" "H1_13.H1-13-3"
"H1-13-3","H1-13-none",6.33333333333333,1,5.33333333333333
"H1-13-3","H1-13-6",0.666666666666667,0.333333333333333,0.333333333333333
"H1-13-3","H1-13-5",2.33333333333333,2.33333333333333,0
"H1-13-3","H1-13-4",0,1.33333333333333,-1.33333333333333
"H1-13-3","H1-13-2",1,2.33333333333333,-1.33333333333333
"H1-13-3","H1-13-1",9.33333333333333,14,-4.66666666666667
"x"
"1" "H1_13.H1-13-4"
"H1-13-4","H1-13-1",14,10.6666666666667,3.33333333333333
"H1-13-4","H1-13-none",1,1,0
"H1-13-4","H1-13-7",0,0.666666666666667,-0.666666666666667
"H1-13-4","H1-13-3",0,1,-1
"H1-13-4","H1-13-2",0,1.33333333333333,-1.33333333333333
"x"
"1" "H1_13.H1-13-5"
"H1-13-5","H1-13-none",5,0,5
"H1-13-5","H1-13-7",0,0.333333333333333,-0.333333333333333
"H1-13-5","H1-13-1",3.66666666666667,4,-0.333333333333333
"H1-13-5","H1-13-3",1,2,-1
"H1-13-5","H1-13-6",0,1,-1
"x"
"1" "H1_13.H1-13-6"
"H1-13-6","H1-13-none",4,1.66666666666667,2.33333333333333
"H1-13-6","H1-13-2",0,0.333333333333333,-0.333333333333333
"H1-13-6","H1-13-7",0,1.33333333333333,-1.33333333333333
"H1-13-6","H1-13-1",0.666666666666667,2,-1.33333333333333
"H1-13-6","H1-13-3",0.333333333333333,2,-1.66666666666667
"H1-13-6","H1-13-5",0,2,-2
"x"
"1" "H1_13.H1-13-7"
"H1-13-7","H1-13-5",0,1,-1
"H1-13-7","H1-13-6",0,1,-1
"H1-13-7","H1-13-1",1,3,-2
"x"
"1" "H2_10.H2-10-3"
"H2-10-3","H2-10-1",12.3333333333333,11.6666666666667,0.666666666666668
"H2-10-3","H2-10-2",0.333333333333333,0,0.333333333333333
"H2-10-3","H2-10-6",1.33333333333333,1.33333333333333,0
"H2-10-3","H2-10-none",0,0.666666666666667,-0.666666666666667
"x"
"1" "H2_10.H2-10-4"
